"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition","SequenceNumber"
"em","AlarmLocationAugmentationType","em:AlarmLocationAugmentationType","em","AlarmLocationCategoryText","em:AlarmLocationCategoryText","0","unbounded","",40
"em","AlarmLocationAugmentationType","em:AlarmLocationAugmentationType","em","AlarmLocationDirectionText","em:AlarmLocationDirectionText","0","unbounded","",41
"em","AlarmLocationType","em:AlarmLocationType","em","AlarmLocationAugmentation","em:AlarmLocationAugmentation","0","unbounded","",10
"em","AlarmPermitType","em:AlarmPermitType","em","PermitCategoryText","em:PermitCategoryText","0","unbounded","",46
"em","AlarmPermitType","em:AlarmPermitType","em","PermitIdentification","em:PermitIdentification","0","unbounded","",47
"em","AlarmType","em:AlarmType","em","AlarmAudibleIndicator","em:AlarmAudibleIndicator","0","unbounded","",29
"em","AlarmType","em:AlarmType","em","AlarmAudibleDescriptionCode","em:AlarmAudibleDescriptionCode","0","unbounded","",30
"em","AlarmType","em:AlarmType","em","AlarmCallBackTelephoneNumber","em:AlarmCallBackTelephoneNumber","0","unbounded","",31
"em","AlarmType","em:AlarmType","em","AlarmCategory","em:AlarmCategory","0","unbounded","",32
"em","AlarmType","em:AlarmType","em","AlarmDetailsText","em:AlarmDetailsText","0","unbounded","",33
"em","AlarmType","em:AlarmType","em","AlarmDispatchActivity","em:AlarmDispatchActivity","0","unbounded","",34
"em","AlarmType","em:AlarmType","em","AlarmDispatchAgency","em:AlarmDispatchAgency","0","unbounded","",35
"em","AlarmType","em:AlarmType","em","AlarmMonitoringServiceProvider","em:AlarmMonitoringServiceProvider","0","unbounded","",36
"em","AlarmType","em:AlarmType","em","AlarmMonitoringServiceProviderReceiveDateTime","em:AlarmMonitoringServiceProviderReceiveDateTime","0","unbounded","",37
"em","AlarmType","em:AlarmType","em","AlarmRequestedResponseActionDescriptionText","em:AlarmRequestedResponseActionDescriptionText","0","unbounded","",38
"edxl-cap","AlertAdapterType","edxl-cap:AlertAdapterType","cap","alert","cap:alert","0","unbounded","CAP Alert Message (version 1.1)",10
"em","AlertAffectedLocationAugmentationType","em:AlertAffectedLocationAugmentationType","nc","AreaPolygonGeographicCoordinate","nc:AreaPolygonGeographicCoordinate","0","unbounded","",53
"em","AlertAffectedLocationAugmentationType","em:AlertAffectedLocationAugmentationType","nc","LocationAltitudeMeasure","nc:LocationAltitudeMeasure","0","unbounded","",55
"em","AlertAffectedLocationAugmentationType","em:AlertAffectedLocationAugmentationType","em","Ceiling","em:Ceiling","0","unbounded","",56
"em","AlertAffectedLocationType","em:AlertAffectedLocationType","em","AlertAffectedLocationAugmentation","em:AlertAffectedLocationAugmentation","0","unbounded","",10
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsAudienceDescriptionText","em:AlertEventDetailsAudienceDescriptionText","0","unbounded","",57
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsCategory","em:AlertEventDetailsCategory","0","unbounded","",58
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsCertainty","em:AlertEventDetailsCertainty","0","unbounded","",59
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsDescriptionText","em:AlertEventDetailsDescriptionText","0","unbounded","",60
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsHeadlineText","em:AlertEventDetailsHeadlineText","0","unbounded","",61
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsInstructionsDescriptionText","em:AlertEventDetailsInstructionsDescriptionText","0","unbounded","",62
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsOnsetDateTime","em:AlertEventDetailsOnsetDateTime","0","unbounded","",63
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsResponseRecommendation","em:AlertEventDetailsResponseRecommendation","0","unbounded","",64
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsSystemRecordID","em:AlertEventDetailsSystemRecordID","0","unbounded","",65
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsUrgency","em:AlertEventDetailsUrgency","0","unbounded","",66
"em","AlertEventDetailsType","em:AlertEventDetailsType","em","AlertEventDetailsSeverityCode","em:AlertEventDetailsSeverityCode","0","unbounded","",67
"em","AlertIncidentAssociationType","em:AlertIncidentAssociationType","em","Alert","em:Alert","0","unbounded","",50
"em","AlertIncidentAssociationType","em:AlertIncidentAssociationType","nc","Incident","nc:Incident","0","unbounded","",51
"em","AlertSupplementaryDigitalResourceType","em:AlertSupplementaryDigitalResourceType","em","BinaryChecksumDigest","em:BinaryChecksumDigest","0","unbounded","",52
"em","AlertType","em:AlertType","em","AlertEffectiveDateTime","em:AlertEffectiveDateTime","0","unbounded","",23
"em","AlertType","em:AlertType","em","AlertExpirationDateTime","em:AlertExpirationDateTime","0","unbounded","",24
"em","AlertType","em:AlertType","em","AlertHeadlineText","em:AlertHeadlineText","0","unbounded","",25
"em","AlertType","em:AlertType","em","AlertInstructionsDescriptionText","em:AlertInstructionsDescriptionText","0","unbounded","",26
"em","AlertType","em:AlertType","em","AlertHandling","em:AlertHandling","0","unbounded","",27
"em","AlertType","em:AlertType","em","AlertReasonText","em:AlertReasonText","0","unbounded","",28
"scr","AlertType","scr:AlertType","scr","AlertCategoryClassificationCode","scr:AlertCategoryClassificationCode","0","unbounded",,130
"scr","AlertType","scr:AlertType","scr","AlertReceivedDate","scr:AlertReceivedDate","0","unbounded",,1370
"cbrn","AlgorithmType","cbrn:AlgorithmType","cbrn","parameterSetID","cbrn:parameterSetID","0","1","",12
"cbrn","AlgorithmType","cbrn:AlgorithmType","cbrn","AlgorithmName","cbrn:AlgorithmName","0","unbounded","",13
"cbrn","AlgorithmType","cbrn:AlgorithmType","cbrn","AlgorithmVersion","cbrn:AlgorithmVersion","0","unbounded","",14
"cbrn","AlgorithmType","cbrn:AlgorithmType","cbrn","AlgorithmDescriptionText","cbrn:AlgorithmDescriptionText","0","unbounded","",15
"cbrn","AlgorithmType","cbrn:AlgorithmType","cbrn","AlgorithmCreatorName","cbrn:AlgorithmCreatorName","0","unbounded","",16
"cbrn","AlgorithmVersionType","cbrn:AlgorithmVersionType","cbrn","algorithmTechnicalVersionText","cbrn:algorithmTechnicalVersionText","0","1","",17
"cbrn","AlgorithmVersionType","cbrn:AlgorithmVersionType","cbrn","VersionKindCode","cbrn:VersionKindCode","0","unbounded","",18
"cbrn","AlgorithmVersionType","cbrn:AlgorithmVersionType","cbrn","AlgorithmImplementationVersionID","cbrn:AlgorithmImplementationVersionID","0","unbounded","",19
"cbrn","AlgorithmVersionType","cbrn:AlgorithmVersionType","cbrn","AlgorithmVersionReleaseDate","cbrn:AlgorithmVersionReleaseDate","0","unbounded","",20
"cbrn","AlgorithmVersionType","cbrn:AlgorithmVersionType","cbrn","AlgorithmVersionDescriptionText","cbrn:AlgorithmVersionDescriptionText","0","unbounded","",21
"im","AlienAlertType","im:AlienAlertType","im","AlertWarningIndicator","im:AlertWarningIndicator","0","unbounded",,10
"im","AlienAlertType","im:AlienAlertType","scr","AlertEntryText","scr:AlertEntryText","0","unbounded","",20
"im","AlienAlertType","im:AlienAlertType","scr","AlertIdentification","scr:AlertIdentification","0","unbounded","",30
"im","AlienAlertType","im:AlienAlertType","im","AlertGeneratingOfficerBadgeIdentification","im:AlertGeneratingOfficerBadgeIdentification","0","unbounded",,40
"im","AlienAlertType","im:AlienAlertType","im","AlertClassCategoryText","im:AlertClassCategoryText","0","unbounded",,50
"im","AlienAlertType","im:AlienAlertType","scr","AlertEntryDate","scr:AlertEntryDate","0","unbounded",,60
"im","AlienAlertType","im:AlienAlertType","scr","AlertExpirationDate","scr:AlertExpirationDate","0","unbounded",,70
"im","AlienAlertType","im:AlienAlertType","scr","AlertCategoryClassificationCode","scr:AlertCategoryClassificationCode","0","unbounded","",80
"im","AlienAlertType","im:AlienAlertType","im","AlertDescriptionText","im:AlertDescriptionText","0","unbounded",,90
"im","AlienAlertType","im:AlienAlertType","scr","AlertMedicalIndicator","scr:AlertMedicalIndicator","0","unbounded",,100
"im","AlienAlertType","im:AlienAlertType","im","Alien","im:Alien","0","unbounded",,200
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipCertificateIdentification","im:CitizenshipCertificateIdentification","0","unbounded",,10
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","AlienLawfullyAdmittedPermanentResidenceBeginDate","im:AlienLawfullyAdmittedPermanentResidenceBeginDate","0","unbounded",,20
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","AlienLawfullyAdmittedPermanentResidentIndicator","im:AlienLawfullyAdmittedPermanentResidentIndicator","0","unbounded",,30
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","AlienLawfullyAdmittedPermanentResidenceEndDate","im:AlienLawfullyAdmittedPermanentResidenceEndDate","0","unbounded",,40
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipNaturalizationCityName","im:CitizenshipNaturalizationCityName","0","unbounded",,50
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipNaturalizationDate","im:CitizenshipNaturalizationDate","0","unbounded",,60
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipNaturalizationText","im:CitizenshipNaturalizationText","0","unbounded",,70
"im","AlienDependentType","im:AlienDependentType","nc","RoleOfPerson","nc:RoleOfPerson","0","unbounded",,5
"im","AlienDependentType","im:AlienDependentType","im","DependentIdentification","im:DependentIdentification","0","unbounded",,10
"im","AlienDependentType","im:AlienDependentType","im","DependentRemarkText","im:DependentRemarkText","0","unbounded",,20
"im","AlienDependentType","im:AlienDependentType","im","DependentEffectiveTerminationDate","im:DependentEffectiveTerminationDate","0","unbounded",,30
"im","AlienDependentType","im:AlienDependentType","im","DependentProgramEndDate","im:DependentProgramEndDate","0","unbounded",,40
"im","AlienDependentType","im:AlienDependentType","im","DependentStartDate","im:DependentStartDate","0","unbounded",,50
"im","AlienDependentType","im:AlienDependentType","im","DependentTerminationCommentText","im:DependentTerminationCommentText","0","unbounded",,60
"im","AlienDependentType","im:AlienDependentType","im","DependentTerminationCode","im:DependentTerminationCode","0","unbounded",,70
"im","AlienDependentType","im:AlienDependentType","im","DependentTerminationDescriptionText","im:DependentTerminationDescriptionText","0","unbounded",,80
"im","AlienDependentType","im:AlienDependentType","im","DependentDistrictOfficerTerminatedF2Indicator","im:DependentDistrictOfficerTerminatedF2Indicator","0","unbounded",,90
"im","AlienDependentType","im:AlienDependentType","im","DependentDistrictOfficerTerminatedM2Indicator","im:DependentDistrictOfficerTerminatedM2Indicator","0","unbounded",,100
"im","AlienDependentType","im:AlienDependentType","im","DependentPrincipalDesignatedSchoolOfficialTerminatedF2Indicator","im:DependentPrincipalDesignatedSchoolOfficialTerminatedF2Indicator","0","unbounded",,110
"im","AlienDependentType","im:AlienDependentType","im","DependentJ2CompletionIndicator","im:DependentJ2CompletionIndicator","0","unbounded",,120
"im","AlienDependentType","im:AlienDependentType","im","DependentJ2TerminationIndicator","im:DependentJ2TerminationIndicator","0","unbounded",,130
"im","AlienDependentType","im:AlienDependentType","im","DependentPrincipalDesignatedSchoolOfficialTerminatedM2Indicator","im:DependentPrincipalDesignatedSchoolOfficialTerminatedM2Indicator","0","unbounded",,140
"im","AlienDependentType","im:AlienDependentType","im","DependentCategoryText","im:DependentCategoryText","0","unbounded",,150
"im","AlienDependentType","im:AlienDependentType","im","DependentCodeDescriptionText","im:DependentCodeDescriptionText","0","unbounded",,160
"scr","AlienDeportationEscortReasonType","scr:AlienDeportationEscortReasonType","scr","EscortCode","scr:EscortCode","0","unbounded",,330
"scr","AlienDeportationEscortReasonType","scr:AlienDeportationEscortReasonType","scr","EscortDescriptionText","scr:EscortDescriptionText","0","unbounded",,340
"scr","AlienDeportationType","scr:AlienDeportationType","scr","ConsulateIndicator","scr:ConsulateIndicator","0","unbounded",,350
"scr","AlienDeportationType","scr:AlienDeportationType","scr","RemovalOrderDate","scr:RemovalOrderDate","0","unbounded",,360
"scr","AlienDeportationType","scr:AlienDeportationType","scr","VerifiedClaimedIndicator","scr:VerifiedClaimedIndicator","0","unbounded",,370
"scr","AlienDeportationType","scr:AlienDeportationType","scr","DeportAsArrivedIndicator","scr:DeportAsArrivedIndicator","0","unbounded",,380
"scr","AlienDeportationType","scr:AlienDeportationType","scr","LegalReferenceText","scr:LegalReferenceText","0","unbounded",,390
"scr","AlienDeportationType","scr:AlienDeportationType","scr","StayActionText","scr:StayActionText","0","unbounded",,400
"scr","AlienDeportationType","scr:AlienDeportationType","scr","StayDecisionDate","scr:StayDecisionDate","0","unbounded",,410
"scr","AlienDeportationType","scr:AlienDeportationType","scr","StayExpirationDate","scr:StayExpirationDate","0","unbounded",,420
"scr","AlienDeportationType","scr:AlienDeportationType","scr","TravelDocumentReceivedDate","scr:TravelDocumentReceivedDate","0","unbounded",,430
"scr","AlienDeportationType","scr:AlienDeportationType","scr","TravelDocumentRequestDate","scr:TravelDocumentRequestDate","0","unbounded",,440
"scr","AlienDeportationType","scr:AlienDeportationType","scr","DeportationDepartProofText","scr:DeportationDepartProofText","0","unbounded",,2220
"scr","AlienDeportationType","scr:AlienDeportationType","scr","DesignatedCountryOfDeportationID","scr:DesignatedCountryOfDeportationID","0","unbounded",,2230
"scr","AlienDeportationType","scr:AlienDeportationType","scr","EscortReasonCategoryText","scr:EscortReasonCategoryText","0","unbounded",,2240
"im","AlienEncounterType","im:AlienEncounterType","im","AlienIncidentRoleDescriptionText","im:AlienIncidentRoleDescriptionText","0","unbounded",,50
"im","AlienEncounterType","im:AlienEncounterType","im","AlienIncidentSequenceID","im:AlienIncidentSequenceID","0","unbounded",,60
"im","AlienEncounterType","im:AlienEncounterType","im","AlienMandatoryDetentionIndicator","im:AlienMandatoryDetentionIndicator","0","unbounded",,90
"im","AlienEncounterType","im:AlienEncounterType","im","AlienPhotoIndicator","im:AlienPhotoIndicator","0","unbounded",,100
"im","AlienEncounterType","im:AlienEncounterType","im","AlienSmuggledIndicator","im:AlienSmuggledIndicator","0","unbounded",,110
"im","AlienEncounterType","im:AlienEncounterType","im","AlienSmuggledCostAmount","im:AlienSmuggledCostAmount","0","unbounded",,120
